word sentid sentpos wlen surp entropy entred
The 0 0 3 3.901517629623413 10.40725326538086 0
staff 0 1 5 12.295034408569336 11.125692367553711 0
and 0 2 3 5.073544502258301 8.916581153869629 2.209111213684082
the 0 3 3 3.191632032394409 9.01476001739502 0
key 0 4 3 11.991637229919434 10.318708419799805 0
write 0 5 5 16.842985153198242 9.469488143920898 0.8492202758789062
<unk> 0 6 5 5.968411445617676 6.627492427825928 2.8419957160949707
The 1 0 3 3.901517629623413 10.40725326538086 0
staff 1 1 5 12.295034408569336 11.125692367553711 0
and 1 2 3 5.073544502258301 8.916581153869629 2.209111213684082
the 1 3 3 3.191632032394409 9.01476001739502 0
key 1 4 3 11.991637229919434 10.318708419799805 0
writes 1 5 6 18.85137939453125 9.469488143920898 0.8492202758789062
<unk> 1 6 5 5.0919189453125 7.797952175140381 1.6715359687805176
The 2 0 3 3.901517629623413 10.40725326538086 0
officer 2 1 7 13.008663177490234 11.125692367553711 0
and 2 2 3 4.748381614685059 8.387242317199707 2.738450050354004
the 2 3 3 3.0398406982421875 9.130942344665527 0
staff 2 4 5 6.594832420349121 9.875502586364746 0
speak 2 5 5 14.118897438049316 6.912083148956299 2.9634194374084473
<unk> 2 6 5 6.31079626083374 6.1225714683532715 0.7895116806030273
The 3 0 3 3.901517629623413 10.40725326538086 0
officer 3 1 7 13.008663177490234 11.125692367553711 0
and 3 2 3 4.748381614685059 8.387242317199707 2.738450050354004
the 3 3 3 3.0398406982421875 9.130942344665527 0
staff 3 4 5 6.594832420349121 9.875502586364746 0
speaks 3 5 6 15.881270408630371 6.912083148956299 2.9634194374084473
<unk> 3 6 5 6.227535724639893 5.737086296081543 1.1749968528747559
The 4 0 3 3.901517629623413 10.40725326538086 0
soldier 4 1 7 14.684849739074707 11.125692367553711 0
and 4 2 3 5.092744827270508 8.734453201293945 2.3912391662597656
the 4 3 3 2.8094711303710938 9.07925033569336 0
key 4 4 3 11.659017562866211 10.24361801147461 0
write 4 5 5 19.51816749572754 9.087733268737793 1.1558847427368164
<unk> 4 6 5 5.86122465133667 6.481717109680176 2.606016159057617
The 5 0 3 3.901517629623413 10.40725326538086 0
soldier 5 1 7 14.684849739074707 11.125692367553711 0
and 5 2 3 5.092744827270508 8.734453201293945 2.3912391662597656
the 5 3 3 2.8094711303710938 9.07925033569336 0
key 5 4 3 11.659017562866211 10.24361801147461 0
writes 5 5 6 19.325946807861328 9.087733268737793 1.1558847427368164
<unk> 5 6 5 5.178584575653076 7.3783488273620605 1.7093844413757324
The 6 0 3 3.901517629623413 10.40725326538086 0
blanket 6 1 7 16.846372604370117 11.125692367553711 0
and 6 2 3 5.44186544418335 8.382452964782715 2.743239402770996
the 6 3 3 3.4522008895874023 10.924250602722168 0
blanket 6 4 7 13.839628219604492 11.299764633178711 0
jump 6 5 4 13.066107749938965 7.741579055786133 3.558185577392578
<unk> 6 6 5 6.454617023468018 7.032830238342285 0.7087488174438477
The 7 0 3 3.901517629623413 10.40725326538086 0
blanket 7 1 7 16.846372604370117 11.125692367553711 0
and 7 2 3 5.44186544418335 8.382452964782715 2.743239402770996
the 7 3 3 3.4522008895874023 10.924250602722168 0
blanket 7 4 7 13.839628219604492 11.299764633178711 0
jumps 7 5 5 16.12482452392578 7.741579055786133 3.558185577392578
<unk> 7 6 5 6.7282819747924805 6.293084621429443 1.4484944343566895
The 8 0 3 3.901517629623413 10.40725326538086 0
staff 8 1 5 12.295034408569336 11.125692367553711 0
and 8 2 3 5.073544502258301 8.916581153869629 2.209111213684082
the 8 3 3 3.191632032394409 9.01476001739502 0
table 8 4 5 14.390929222106934 10.318708419799805 0
are 8 5 3 2.453433036804199 7.942707061767578 2.3760013580322266
<unk> 8 6 5 4.74181604385376 9.682113647460938 0
The 9 0 3 3.901517629623413 10.40725326538086 0
staff 9 1 5 12.295034408569336 11.125692367553711 0
and 9 2 3 5.073544502258301 8.916581153869629 2.209111213684082
the 9 3 3 3.191632032394409 9.01476001739502 0
table 9 4 5 14.390929222106934 10.318708419799805 0
is 9 5 2 4.408703804016113 7.942707061767578 2.3760013580322266
<unk> 9 6 5 5.080546855926514 9.254257202148438 0
The 10 0 3 3.901517629623413 10.40725326538086 0
chair 10 1 5 14.49557113647461 11.125692367553711 0
and 10 2 3 5.153469562530518 6.493639945983887 4.632052421569824
the 10 3 3 2.7419755458831787 9.600752830505371 0
cabinet 10 4 7 9.795769691467285 10.68661117553711 0
speak 10 5 5 14.45152759552002 7.453393936157227 3.233217239379883
<unk> 10 6 5 6.1216607093811035 6.038062572479248 1.4153313636779785
The 11 0 3 3.901517629623413 10.40725326538086 0
chair 11 1 5 14.49557113647461 11.125692367553711 0
and 11 2 3 5.153469562530518 6.493639945983887 4.632052421569824
the 11 3 3 2.7419755458831787 9.600752830505371 0
cabinet 11 4 7 9.795769691467285 10.68661117553711 0
speaks 11 5 6 15.561558723449707 7.453393936157227 3.233217239379883
<unk> 11 6 5 6.387265205383301 5.617381572723389 1.836012363433838
The 12 0 3 3.901517629623413 10.40725326538086 0
window 12 1 6 13.89931869506836 11.125692367553711 0
and 12 2 3 5.573143005371094 7.658223628997803 3.467468738555908
the 12 3 3 3.1859424114227295 10.705824851989746 0
table 12 4 5 9.778984069824219 11.334320068359375 0
write 12 5 5 16.841432571411133 6.5514678955078125 4.7828521728515625
<unk> 12 6 5 5.567408084869385 6.9341278076171875 0
The 13 0 3 3.901517629623413 10.40725326538086 0
window 13 1 6 13.89931869506836 11.125692367553711 0
and 13 2 3 5.573143005371094 7.658223628997803 3.467468738555908
the 13 3 3 3.1859424114227295 10.705824851989746 0
table 13 4 5 9.778984069824219 11.334320068359375 0
writes 13 5 6 17.55081558227539 6.5514678955078125 4.7828521728515625
<unk> 13 6 5 5.782963275909424 6.609304904937744 0
The 14 0 3 3.901517629623413 10.40725326538086 0
committee 14 1 9 10.965511322021484 11.125692367553711 0
and 14 2 3 6.280822277069092 8.725791931152344 2.399900436401367
the 14 3 3 1.9055331945419312 7.889754295349121 0.8360376358032227
officer 14 4 7 9.49390983581543 9.895532608032227 0
speak 14 5 5 15.553414344787598 7.361122131347656 2.5344104766845703
<unk> 14 6 5 6.04404354095459 6.378220081329346 0.9829020500183105
The 15 0 3 3.901517629623413 10.40725326538086 0
committee 15 1 9 10.965511322021484 11.125692367553711 0
and 15 2 3 6.280822277069092 8.725791931152344 2.399900436401367
the 15 3 3 1.9055331945419312 7.889754295349121 0.8360376358032227
officer 15 4 7 9.49390983581543 9.895532608032227 0
speaks 15 5 6 14.829512596130371 7.361122131347656 2.5344104766845703
<unk> 15 6 5 6.355069637298584 5.951632499694824 1.409489631652832
The 16 0 3 3.901517629623413 10.40725326538086 0
report 16 1 6 11.23015308380127 11.125692367553711 0
and 16 2 3 7.010138034820557 8.271953582763672 2.853738784790039
the 16 3 3 2.917576313018799 10.092805862426758 0
door 16 4 4 14.497957229614258 11.175153732299805 0
run 16 5 3 12.069376945495605 7.787924766540527 3.3872289657592773
<unk> 16 6 5 6.476080417633057 7.490407943725586 0.2975168228149414
The 17 0 3 3.901517629623413 10.40725326538086 0
report 17 1 6 11.23015308380127 11.125692367553711 0
and 17 2 3 7.010138034820557 8.271953582763672 2.853738784790039
the 17 3 3 2.917576313018799 10.092805862426758 0
door 17 4 4 14.497957229614258 11.175153732299805 0
runs 17 5 4 12.236603736877441 7.787924766540527 3.3872289657592773
<unk> 17 6 5 6.2609333992004395 6.791220664978027 0.9967041015625
The 18 0 3 3.901517629623413 10.40725326538086 0
chair 18 1 5 14.49557113647461 11.125692367553711 0
and 18 2 3 5.153469562530518 6.493639945983887 4.632052421569824
the 18 3 3 2.7419755458831787 9.600752830505371 0
team 18 4 4 6.6356892585754395 10.68661117553711 0
have 18 5 4 6.440551280975342 7.682755470275879 3.0038557052612305
<unk> 18 6 5 6.371556758880615 7.3771233558654785 0.3056321144104004
The 19 0 3 3.901517629623413 10.40725326538086 0
chair 19 1 5 14.49557113647461 11.125692367553711 0
and 19 2 3 5.153469562530518 6.493639945983887 4.632052421569824
the 19 3 3 2.7419755458831787 9.600752830505371 0
team 19 4 4 6.6356892585754395 10.68661117553711 0
has 19 5 3 5.105134963989258 7.682755470275879 3.0038557052612305
<unk> 19 6 5 6.340766429901123 7.005619049072266 0.6771364212036133
The 20 0 3 3.901517629623413 10.40725326538086 0
cabinet 20 1 7 14.658879280090332 11.125692367553711 0
and 20 2 3 5.572903633117676 8.204069137573242 2.9216232299804688
the 20 3 3 2.07267165184021 8.557181358337402 0
chair 20 4 5 11.004339218139648 9.852272987365723 0
jump 20 5 4 17.83652687072754 4.549543857574463 5.30272912979126
<unk> 20 6 5 6.091289043426514 8.265362739562988 0
The 21 0 3 3.901517629623413 10.40725326538086 0
cabinet 21 1 7 14.658879280090332 11.125692367553711 0
and 21 2 3 5.572903633117676 8.204069137573242 2.9216232299804688
the 21 3 3 2.07267165184021 8.557181358337402 0
chair 21 4 5 11.004339218139648 9.852272987365723 0
jumps 21 5 5 17.907175064086914 4.549543857574463 5.30272912979126
<unk> 21 6 5 7.189617156982422 6.264500617980957 0
The 22 0 3 3.901517629623413 10.40725326538086 0
officer 22 1 7 13.008663177490234 11.125692367553711 0
and 22 2 3 4.748381614685059 8.387242317199707 2.738450050354004
the 22 3 3 3.0398406982421875 9.130942344665527 0
soldier 22 4 7 9.851785659790039 9.875502586364746 0
jump 22 5 4 16.08363914489746 7.474764823913574 2.400737762451172
<unk> 22 6 5 7.753739356994629 6.43002462387085 1.0447402000427246
The 23 0 3 3.901517629623413 10.40725326538086 0
officer 23 1 7 13.008663177490234 11.125692367553711 0
and 23 2 3 4.748381614685059 8.387242317199707 2.738450050354004
the 23 3 3 3.0398406982421875 9.130942344665527 0
soldier 23 4 7 9.851785659790039 9.875502586364746 0
jumps 23 5 5 14.49850082397461 7.474764823913574 2.400737762451172
<unk> 23 6 5 7.913473606109619 5.822531700134277 1.6522331237792969
The 24 0 3 3.901517629623413 10.40725326538086 0
key 24 1 3 12.049586296081543 11.125692367553711 0
and 24 2 3 7.4176435470581055 9.56641960144043 1.5592727661132812
the 24 3 3 3.9404830932617188 10.723066329956055 0
door 24 4 4 13.997591972351074 11.664324760437012 0
jump 24 5 4 14.078226089477539 7.3897223472595215 4.27460241317749
<unk> 24 6 5 7.350828170776367 7.166073322296143 0.2236490249633789
The 25 0 3 3.901517629623413 10.40725326538086 0
key 25 1 3 12.049586296081543 11.125692367553711 0
and 25 2 3 7.4176435470581055 9.56641960144043 1.5592727661132812
the 25 3 3 3.9404830932617188 10.723066329956055 0
door 25 4 4 13.997591972351074 11.664324760437012 0
jumps 25 5 5 15.855817794799805 7.3897223472595215 4.27460241317749
<unk> 25 6 5 7.204112529754639 6.761765003204346 0.6279573440551758
The 26 0 3 3.901517629623413 10.40725326538086 0
team 26 1 4 9.316719055175781 11.125692367553711 0
and 26 2 3 6.3116984367370605 8.400066375732422 2.725625991821289
the 26 3 3 2.0622544288635254 8.565119743347168 0
table 26 4 5 13.462459564208984 10.355203628540039 0
have 26 5 4 6.482722282409668 8.262649536132812 2.0925540924072266
<unk> 26 6 5 7.366472244262695 6.461231231689453 1.8014183044433594
The 27 0 3 3.901517629623413 10.40725326538086 0
team 27 1 4 9.316719055175781 11.125692367553711 0
and 27 2 3 6.3116984367370605 8.400066375732422 2.725625991821289
the 27 3 3 2.0622544288635254 8.565119743347168 0
table 27 4 5 13.462459564208984 10.355203628540039 0
has 27 5 3 6.90730094909668 8.262649536132812 2.0925540924072266
<unk> 27 6 5 7.218183517456055 6.383637428283691 1.879012107849121
The 28 0 3 3.901517629623413 10.40725326538086 0
report 28 1 6 11.23015308380127 11.125692367553711 0
and 28 2 3 7.010138034820557 8.271953582763672 2.853738784790039
the 28 3 3 2.917576313018799 10.092805862426758 0
window 28 4 6 14.381428718566895 11.175153732299805 0
read 28 5 4 10.926885604858398 8.87012004852295 2.3050336837768555
<unk> 28 6 5 7.0422892570495605 6.082187652587891 2.7879323959350586
The 29 0 3 3.901517629623413 10.40725326538086 0
report 29 1 6 11.23015308380127 11.125692367553711 0
and 29 2 3 7.010138034820557 8.271953582763672 2.853738784790039
the 29 3 3 2.917576313018799 10.092805862426758 0
