word sentid sentpos wlen surp entropy entred
The 0 0 3 3.901517629623413 10.40725326538086 0
tables 0 1 6 14.983882904052734 11.125692367553711 0
which 0 2 5 6.407718181610107 7.271674156188965 3.854018211364746
the 0 3 3 5.384888172149658 8.266242027282715 0
cabinets 0 4 8 17.6591739654541 10.654787063598633 0
run 0 5 3 10.352581024169922 6.979729652404785 3.6750574111938477
<unk> 0 6 5 8.891639709472656 6.057592391967773 0.9221372604370117
The 1 0 3 3.901517629623413 10.40725326538086 0
tables 1 1 6 14.983882904052734 11.125692367553711 0
which 1 2 5 6.407718181610107 7.271674156188965 3.854018211364746
the 1 3 3 5.384888172149658 8.266242027282715 0
cabinets 1 4 8 17.6591739654541 10.654787063598633 0
runs 1 5 4 12.469926834106445 6.979729652404785 3.6750574111938477
<unk> 1 6 5 8.147256851196289 5.9044084548950195 1.0753211975097656
The 2 0 3 3.901517629623413 10.40725326538086 0
keys 2 1 4 15.11661148071289 11.125692367553711 0
that 2 2 4 5.632802963256836 7.0083231925964355 4.117369174957275
the 2 3 3 4.724140644073486 7.697632789611816 0
book 2 4 4 9.430895805358887 11.044426918029785 0
writes 2 5 6 12.40995979309082 7.936387062072754 3.1080398559570312
<unk> 2 6 5 7.126436233520508 6.540792465209961 1.395594596862793
The 3 0 3 3.901517629623413 10.40725326538086 0
keys 3 1 4 15.11661148071289 11.125692367553711 0
that 3 2 4 5.632802963256836 7.0083231925964355 4.117369174957275
the 3 3 3 4.724140644073486 7.697632789611816 0
book 3 4 4 9.430895805358887 11.044426918029785 0
write 3 5 5 13.88735580444336 7.936387062072754 3.1080398559570312
<unk> 3 6 5 6.851894855499268 6.693528175354004 1.24285888671875
The 4 0 3 3.901517629623413 10.40725326538086 0
blankets 4 1 8 19.924156188964844 11.125692367553711 0
who 4 2 3 9.943473815917969 7.0449137687683105 4.0807785987854
the 4 3 3 9.336483001708984 7.934188365936279 0
cabinets 4 4 8 17.909482955932617 10.643439292907715 0
run 4 5 3 10.721569061279297 6.654585838317871 3.9888534545898438
<unk> 4 6 5 7.498825550079346 6.46630334854126 0.18828248977661133
The 5 0 3 3.901517629623413 10.40725326538086 0
blankets 5 1 8 19.924156188964844 11.125692367553711 0
who 5 2 3 9.943473815917969 7.0449137687683105 4.0807785987854
the 5 3 3 9.336483001708984 7.934188365936279 0
cabinets 5 4 8 17.909482955932617 10.643439292907715 0
runs 5 5 4 11.332195281982422 6.654585838317871 3.9888534545898438
<unk> 5 6 5 7.07396125793457 6.257699012756348 0.39688682556152344
The 6 0 3 3.901517629623413 10.40725326538086 0
windows 6 1 7 14.327170372009277 11.125692367553711 0
that 6 2 4 5.906874656677246 5.925922393798828 5.199769973754883
the 6 3 3 6.239294528961182 7.278768539428711 0
keys 6 4 4 12.689794540405273 10.786097526550293 0
read 6 5 4 10.71951961517334 6.5264363288879395 4.2596611976623535
<unk> 6 6 5 7.374523639678955 6.466744422912598 0.0596919059753418
The 7 0 3 3.901517629623413 10.40725326538086 0
windows 7 1 7 14.327170372009277 11.125692367553711 0
that 7 2 4 5.906874656677246 5.925922393798828 5.199769973754883
the 7 3 3 6.239294528961182 7.278768539428711 0
keys 7 4 4 12.689794540405273 10.786097526550293 0
reads 7 5 5 13.369812965393066 6.5264363288879395 4.2596611976623535
<unk> 7 6 5 6.532017230987549 6.542908191680908 0
The 8 0 3 3.901517629623413 10.40725326538086 0
reports 8 1 7 13.81673526763916 11.125692367553711 0
which 8 2 5 7.32298469543457 5.924306392669678 5.201385974884033
the 8 3 3 3.895345449447632 9.44504451751709 0
officers 8 4 8 10.421280860900879 10.796455383300781 0
read 8 5 4 9.876112937927246 7.807865142822266 2.9885902404785156
<unk> 8 6 5 7.324799537658691 6.740047454833984 1.0678176879882812
The 9 0 3 3.901517629623413 10.40725326538086 0
reports 9 1 7 13.81673526763916 11.125692367553711 0
which 9 2 5 7.32298469543457 5.924306392669678 5.201385974884033
the 9 3 3 3.895345449447632 9.44504451751709 0
officers 9 4 8 10.421280860900879 10.796455383300781 0
reads 9 5 5 13.525004386901855 7.807865142822266 2.9885902404785156
<unk> 9 6 5 6.236596584320068 7.073554039001465 0.7343111038208008
The 10 0 3 3.901517629623413 10.40725326538086 0
soldiers 10 1 8 12.82822322845459 11.125692367553711 0
who 10 2 3 5.063513278961182 7.689767360687256 3.435925006866455
the 10 3 3 11.940213203430176 7.69236421585083 0
cabinet 10 4 7 13.535604476928711 9.988736152648926 0
has 10 5 3 5.914658546447754 9.004700660705566 0.9840354919433594
<unk> 10 6 5 6.689042091369629 7.9957733154296875 1.008927345275879
The 11 0 3 3.901517629623413 10.40725326538086 0
soldiers 11 1 8 12.82822322845459 11.125692367553711 0
who 11 2 3 5.063513278961182 7.689767360687256 3.435925006866455
the 11 3 3 11.940213203430176 7.69236421585083 0
cabinet 11 4 7 13.535604476928711 9.988736152648926 0
have 11 5 4 6.420788764953613 9.004700660705566 0.9840354919433594
<unk> 11 6 5 6.872810363769531 8.032809257507324 0.9718914031982422
The 12 0 3 3.901517629623413 10.40725326538086 0
cabinets 12 1 8 18.390396118164062 11.125692367553711 0
which 12 2 5 6.464173793792725 7.159737586975098 3.9659547805786133
the 12 3 3 6.5719099044799805 7.888874530792236 0
windows 12 4 7 12.014236450195312 10.569089889526367 0
run 12 5 3 11.221962928771973 5.58978271484375 4.979307174682617
<unk> 12 6 5 9.023104667663574 5.957525730133057 0
The 13 0 3 3.901517629623413 10.40725326538086 0
cabinets 13 1 8 18.390396118164062 11.125692367553711 0
which 13 2 5 6.464173793792725 7.159737586975098 3.9659547805786133
the 13 3 3 6.5719099044799805 7.888874530792236 0
windows 13 4 7 12.014236450195312 10.569089889526367 0
runs 13 5 4 11.877205848693848 5.58978271484375 4.979307174682617
<unk> 13 6 5 8.198813438415527 5.8838419914245605 0
The 14 0 3 3.901517629623413 10.40725326538086 0
blankets 14 1 8 19.924156188964844 11.125692367553711 0
which 14 2 5 6.421839237213135 7.0449137687683105 4.0807785987854
the 14 3 3 6.592187881469727 7.938730239868164 0
chairs 14 4 6 15.506975173950195 10.80903434753418 0
jump 14 5 4 18.155820846557617 6.181143283843994 4.6278910636901855
<unk> 14 6 5 7.73307466506958 6.77678918838501 0
The 15 0 3 3.901517629623413 10.40725326538086 0
blankets 15 1 8 19.924156188964844 11.125692367553711 0
which 15 2 5 6.421839237213135 7.0449137687683105 4.0807785987854
the 15 3 3 6.592187881469727 7.938730239868164 0
chairs 15 4 6 15.506975173950195 10.80903434753418 0
jumps 15 5 5 17.81197738647461 6.181143283843994 4.6278910636901855
<unk> 15 6 5 8.19250202178955 5.73423957824707 0.44690370559692383
The 16 0 3 3.901517629623413 10.40725326538086 0
teams 16 1 5 12.2150239944458 11.125692367553711 0
which 16 2 5 8.1270112991333 8.185029983520508 2.940662384033203
the 16 3 3 7.3233723640441895 8.394136428833008 0
staff 16 4 5 11.231793403625488 9.111113548278809 0
writes 16 5 6 12.748498916625977 8.595373153686523 0.5157403945922852
<unk> 16 6 5 7.335607528686523 5.9475789070129395 2.647794246673584
The 17 0 3 3.901517629623413 10.40725326538086 0
teams 17 1 5 12.2150239944458 11.125692367553711 0
which 17 2 5 8.1270112991333 8.185029983520508 2.940662384033203
the 17 3 3 7.3233723640441895 8.394136428833008 0
staff 17 4 5 11.231793403625488 9.111113548278809 0
write 17 5 5 12.32369613647461 8.595373153686523 0.5157403945922852
<unk> 17 6 5 6.960064888000488 6.297350883483887 2.2980222702026367
The 18 0 3 3.901517629623413 10.40725326538086 0
officers 18 1 8 12.77912425994873 11.125692367553711 0
who 18 2 3 5.030179977416992 7.93211030960083 3.193582057952881
the 18 3 3 10.574499130249023 7.78443717956543 0.1476731300354004
books 18 4 5 11.778107643127441 10.117701530456543 0
read 18 5 4 9.023847579956055 7.468419551849365 2.6492819786071777
<unk> 18 6 5 7.670013427734375 6.396251678466797 1.0721678733825684
The 19 0 3 3.901517629623413 10.40725326538086 0
officers 19 1 8 12.77912425994873 11.125692367553711 0
who 19 2 3 5.030179977416992 7.93211030960083 3.193582057952881
the 19 3 3 10.574499130249023 7.78443717956543 0.1476731300354004
books 19 4 5 11.778107643127441 10.117701530456543 0
reads 19 5 5 14.021742820739746 7.468419551849365 2.6492819786071777
<unk> 19 6 5 5.976137161254883 6.7815656661987305 0.6868538856506348
The 20 0 3 3.901517629623413 10.40725326538086 0
keys 20 1 4 15.11661148071289 11.125692367553711 0
that 20 2 4 5.632802963256836 7.0083231925964355 4.117369174957275
the 20 3 3 4.724140644073486 7.697632789611816 0
chairs 20 4 6 15.406822204589844 11.044426918029785 0
speak 20 5 5 15.395306587219238 6.63028621673584 4.414140701293945
<unk> 20 6 5 8.326486587524414 5.256305694580078 1.3739805221557617
The 21 0 3 3.901517629623413 10.40725326538086 0
keys 21 1 4 15.11661148071289 11.125692367553711 0
that 21 2 4 5.632802963256836 7.0083231925964355 4.117369174957275
the 21 3 3 4.724140644073486 7.697632789611816 0
chairs 21 4 6 15.406822204589844 11.044426918029785 0
speaks 21 5 6 17.3411865234375 6.63028621673584 4.414140701293945
<unk> 21 6 5 8.771583557128906 4.7966837882995605 1.8336024284362793
The 22 0 3 3.901517629623413 10.40725326538086 0
teams 22 1 5 12.2150239944458 11.125692367553711 0
which 22 2 5 8.1270112991333 8.185029983520508 2.940662384033203
the 22 3 3 7.3233723640441895 8.394136428833008 0
books 22 4 5 14.880087852478027 9.111113548278809 0
have 22 5 4 4.189875602722168 7.7143635749816895 1.3967499732971191
<unk> 22 6 5 7.665053367614746 7.55708122253418 0.15728235244750977
The 23 0 3 3.901517629623413 10.40725326538086 0
teams 23 1 5 12.2150239944458 11.125692367553711 0
which 23 2 5 8.1270112991333 8.185029983520508 2.940662384033203
the 23 3 3 7.3233723640441895 8.394136428833008 0
books 23 4 5 14.880087852478027 9.111113548278809 0
has 23 5 3 7.926539897918701 7.7143635749816895 1.3967499732971191
<unk> 23 6 5 7.402446269989014 7.456018924713135 0.2583446502685547
The 24 0 3 3.901517629623413 10.40725326538086 0
reports 24 1 7 13.81673526763916 11.125692367553711 0
which 24 2 5 7.32298469543457 5.924306392669678 5.201385974884033
the 24 3 3 3.895345449447632 9.44504451751709 0
cabinet 24 4 7 14.54550838470459 10.796455383300781 0
