word sentid sentpos wlen surp entropy entred
The 0 0 3 3.901517629623413 10.40725326538086 0
officers 0 1 8 12.77912425994873 11.125692367553711 0
which 0 2 5 8.744119644165039 7.93211030960083 3.193582057952881
our 0 3 3 14.954961776733398 8.27031135559082 0
early 0 4 5 11.130298614501953 10.807710647583008 0
chairs 0 5 6 17.40936851501465 10.514044761657715 0.29366588592529297
are 0 6 3 2.5892176628112793 6.1134419441223145 4.4006028175354
<unk> 0 7 5 5.63651180267334 8.874650955200195 0
The 1 0 3 3.901517629623413 10.40725326538086 0
officers 1 1 8 12.77912425994873 11.125692367553711 0
which 1 2 5 8.744119644165039 7.93211030960083 3.193582057952881
our 1 3 3 14.954961776733398 8.27031135559082 0
early 1 4 5 11.130298614501953 10.807710647583008 0
chairs 1 5 6 17.40936851501465 10.514044761657715 0.29366588592529297
is 1 6 2 8.777510643005371 6.1134419441223145 4.4006028175354
<unk> 1 7 5 5.706357002258301 8.486912727355957 0
The 2 0 3 3.901517629623413 10.40725326538086 0
team 2 1 4 9.316719055175781 11.125692367553711 0
which 2 2 5 8.214604377746582 8.400066375732422 2.725625991821289
our 2 3 3 18.02180290222168 8.048627853393555 0.3514385223388672
missing 2 4 7 14.713217735290527 10.268630981445312 0
door 2 5 4 12.644775390625 10.552367210388184 0
was 2 6 3 4.487919807434082 7.864995002746582 2.6873722076416016
<unk> 2 7 5 6.083407402038574 8.575935363769531 0
The 3 0 3 3.901517629623413 10.40725326538086 0
team 3 1 4 9.316719055175781 11.125692367553711 0
which 3 2 5 8.214604377746582 8.400066375732422 2.725625991821289
our 3 3 3 18.02180290222168 8.048627853393555 0.3514385223388672
missing 3 4 7 14.713217735290527 10.268630981445312 0
door 3 5 4 12.644775390625 10.552367210388184 0
were 3 6 4 7.415259838104248 7.864995002746582 2.6873722076416016
<unk> 3 7 5 6.310169219970703 8.472848892211914 0
The 4 0 3 3.901517629623413 10.40725326538086 0
keys 4 1 4 15.11661148071289 11.125692367553711 0
which 4 2 5 6.600403785705566 7.0083231925964355 4.117369174957275
our 4 3 3 14.569343566894531 7.967658996582031 0
Victorian 4 4 9 17.112537384033203 11.1978178024292 0
books 4 5 5 10.667929649353027 11.300433158874512 0
read 4 6 4 8.794419288635254 6.586965084075928 4.713468074798584
<unk> 4 7 5 7.838885307312012 6.188398838043213 0.39856624603271484
The 5 0 3 3.901517629623413 10.40725326538086 0
keys 5 1 4 15.11661148071289 11.125692367553711 0
which 5 2 5 6.600403785705566 7.0083231925964355 4.117369174957275
our 5 3 3 14.569343566894531 7.967658996582031 0
Victorian 5 4 9 17.112537384033203 11.1978178024292 0
books 5 5 5 10.667929649353027 11.300433158874512 0
reads 5 6 5 12.566487312316895 6.586965084075928 4.713468074798584
<unk> 5 7 5 6.694997787475586 6.250885486602783 0.33607959747314453
The 6 0 3 3.901517629623413 10.40725326538086 0
cabinets 6 1 8 18.390396118164062 11.125692367553711 0
that 6 2 4 5.825407981872559 7.159737586975098 3.9659547805786133
our 6 3 3 15.190896987915039 7.579012393951416 0
old 6 4 3 9.956087112426758 10.967300415039062 0
officer 6 5 7 11.647543907165527 10.352068901062012 0.6152315139770508
run 6 6 3 10.513736724853516 8.122308731079102 2.22976016998291
<unk> 6 7 5 8.842864990234375 5.979335308074951 2.1429734230041504
The 7 0 3 3.901517629623413 10.40725326538086 0
cabinets 7 1 8 18.390396118164062 11.125692367553711 0
that 7 2 4 5.825407981872559 7.159737586975098 3.9659547805786133
our 7 3 3 15.190896987915039 7.579012393951416 0
old 7 4 3 9.956087112426758 10.967300415039062 0
officer 7 5 7 11.647543907165527 10.352068901062012 0.6152315139770508
runs 7 6 4 10.979607582092285 8.122308731079102 2.22976016998291
<unk> 7 7 5 7.843786716461182 5.945822238922119 2.1764864921569824
The 8 0 3 3.901517629623413 10.40725326538086 0
door 8 1 4 13.905299186706543 11.125692367553711 0
who 8 2 3 12.987756729125977 7.307647228240967 3.818045139312744
our 8 3 3 20.4599666595459 8.602006912231445 0
important 8 4 9 15.888580322265625 10.664556503295898 0
teams 8 5 5 11.889122009277344 10.756321907043457 0
runs 8 6 4 11.354994773864746 7.29196310043335 3.4643588066101074
<unk> 8 7 5 7.000256538391113 6.557218074798584 0.7347450256347656
The 9 0 3 3.901517629623413 10.40725326538086 0
door 9 1 4 13.905299186706543 11.125692367553711 0
who 9 2 3 12.987756729125977 7.307647228240967 3.818045139312744
our 9 3 3 20.4599666595459 8.602006912231445 0
important 9 4 9 15.888580322265625 10.664556503295898 0
teams 9 5 5 11.889122009277344 10.756321907043457 0
run 9 6 3 11.748717308044434 7.29196310043335 3.4643588066101074
<unk> 9 7 5 7.645469665527344 6.474055767059326 0.8179073333740234
The 10 0 3 3.901517629623413 10.40725326538086 0
officer 10 1 7 13.008663177490234 11.125692367553711 0
that 10 2 4 8.180547714233398 8.387242317199707 2.738450050354004
our 10 3 3 14.510262489318848 8.452363014221191 0
early 10 4 5 11.940386772155762 10.502625465393066 0
cabinets 10 5 8 19.38613510131836 10.055724143981934 0.4469013214111328
has 10 6 3 7.108913898468018 7.247859477996826 2.8078646659851074
<unk> 10 7 5 6.897266387939453 7.3451313972473145 0
The 11 0 3 3.901517629623413 10.40725326538086 0
officer 11 1 7 13.008663177490234 11.125692367553711 0
that 11 2 4 8.180547714233398 8.387242317199707 2.738450050354004
our 11 3 3 14.510262489318848 8.452363014221191 0
early 11 4 5 11.940386772155762 10.502625465393066 0
cabinets 11 5 8 19.38613510131836 10.055724143981934 0.4469013214111328
have 11 6 4 5.885282039642334 7.247859477996826 2.8078646659851074
<unk> 11 7 5 6.986712455749512 7.5019989013671875 0
The 12 0 3 3.901517629623413 10.40725326538086 0
keys 12 1 4 15.11661148071289 11.125692367553711 0
which 12 2 5 6.600403785705566 7.0083231925964355 4.117369174957275
our 12 3 3 14.569343566894531 7.967658996582031 0
innocent 12 4 8 16.36207389831543 11.1978178024292 0
cabinets 12 5 8 17.2517032623291 10.267861366271973 0.9299564361572266
are 12 6 3 1.8420090675354004 6.770551681518555 3.497309684753418
<unk> 12 7 5 5.53899621963501 9.021251678466797 0
The 13 0 3 3.901517629623413 10.40725326538086 0
keys 13 1 4 15.11661148071289 11.125692367553711 0
which 13 2 5 6.600403785705566 7.0083231925964355 4.117369174957275
our 13 3 3 14.569343566894531 7.967658996582031 0
innocent 13 4 8 16.36207389831543 11.1978178024292 0
cabinets 13 5 8 17.2517032623291 10.267861366271973 0.9299564361572266
is 13 6 2 8.293196678161621 6.770551681518555 3.497309684753418
<unk> 13 7 5 5.2765889167785645 8.894572257995605 0
The 14 0 3 3.901517629623413 10.40725326538086 0
doors 14 1 5 14.414457321166992 11.125692367553711 0
